Text,Label
Swami ajjaeere kapule,Positive
Bari sokuda serial...,Positive
"""Performens, good, and, best, Hasya, kalavidar,panda,nikalnacha,ippodu,❤❤❤""",Positive
Deva. Nana daada matha thoovofa ee kanndu. 😂😂😂 marr,Neutral
Innu hechhu videos upload Madi...,Not Tulu
Kushi and binneren tudu ❤,Positive
3 rd yeeeeah boi,Neutral
1:53 theri maaaka pandha😂😂😂😂,Neutral
I love you ajji,Positive
Full Movie please Add malpule,Positive
Erna favorite youtube roaster yer,Neutral
Pukuli maare saav😂😂 undu supper athhnd,Neutral
baiju. malayam comedy copi madiddu,Not Tulu
I think you can beat Saapattu Raman in eating competition 🤨,Not Tulu
Ponnu edde ijjal,Negative
Undu movie masta sukh anda,Positive
Shut up Santhu... Moving on... 🤣🤣🤣🤣,Not Tulu
Full film padlee,Positive
Bro santu face reveal  plz,Not Tulu
mithun rai s.r wel said,Not Tulu
lv u dodddacute,Positive
Movie thuyinaklna onje pathera movie edde ejji,Negative
Best acting of all characters.dhiraj Rai's bhagavatike is best .,Not Tulu
Oith dakkya pottu comedy n ebe...,Negative
Nikleg kannaklen buuded bethe erla thikujer byrile avoda,Negative
onji pookida kathe,Neutral
Andhe eereg nadondh uller ye tulu film industry ollar 😂,Neutral
Bhari shokda comedy.Sunil & team good luck for finals.,Positive
E nataka tupinakaleg marl..,Negative
Good one! Nama yepala steady....keep going MIK! 😂😂🥴🥴,Positive
Yerandala mena pukuli nadle,Neutral
"Suprrrb Santhu broooo and.. Arpith baba.😂""",Not Tulu
Great content loved the acting and the message was great 👍,Not Tulu
ಧೀರಜ್ ಸರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್,Positive
Raise ayera yenkla gotthundu,Mixed
Pukuli  habi bhi...,Not Tulu
Pubg da onji vedio mnpule dadandala information bodittnda kenle panpe nbr korpe,Neutral
Mast thanks anna... yanori baroliya posath version tooditte.. old version aidhla yede undu..,Positive
ನಾಯಿ ನಿನ್ನ ಪುದರ್ ದಾದಂಬೆ 😂😂,Neutral
kathe daala gottujji.... comedy matra ultimate...,Positive
"""I liked that devotional song,god bless all""",Not Tulu
"ಏನ್ ಕ್ವಾಲಿಟಿ ನೆಕ್ಸ್ಟ್ ಲೆವೆಲ್ 🪂💥⚡""",Not Tulu
Santhu nu thojale plz ijinda yan unsuscribe malpuve,Neutral
Walter la kalther kann hakere. Very nice. Nice comedy.,Positive
Violets are blue,Not Tulu
bale nalipuga.....onji step paadga..,Neutral
Prajwal is great artist among all.,Not Tulu
masth masth porlu ethnda😘,Positive
ನಿಕುಲ್ ತೆಲ್ಪಾದ್ ಕೆರ್ಪರ್,Mixed
Negale gu bokkoriya na beeja da mitthu deg kannu,Negative
"""Bale tepalaye,  criminal modi na pi tinpuna chaina adepond!""",Neutral
Santu face reavel please,Not Tulu
Eee video upload agilva,Not Tulu
"""Really Sooper Anna...",Not Tulu
"Superb,top album song,edde entertainment,Thankyou & Congratulations whole team",Positive
"Avoli, Dineshattavar, and, waltersir, enchinaporuluda, pada, Spoooperya,",Positive
Yaan Dubai eithy undu vedio thonga,Neutral
Gadda deppare balle ethundu,Neutral
Ayana Pinkan Andalaaa thojalethe..,Neutral
plz yesa movie upload malpule,Positive
Erna illa ollu,Neutral
10 jana poopa bhayankara 💪💪,Neutral
1994ನೇ ಇಸವಿಡ್ ಬುಡುಗಡೆ ಆಯಿನ ಸೆಪ್ಟೆಂಬರ್ 8 ಚಲನಚಿತ್ರ 24 ಗಂಟೆದ ಉಲಯಿ ಚಿತ್ರೀಕರಣ ಆದ್ ದಾಖಲೆ ಬರೆತುಂಡು. #KooInTulu,Neutral
"Ultimate sir. ಪ್ರತಿ ಎಪಿಸೋಡ್ ತುಂಬಾ ಹಾಸ್ಯಮಯವಾಗಿವೆ, ಧನ್ಯವಾದಗಳು, ಅದ್ವೈತ ತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ...",Not Tulu
What a lyrics what a song❤️ really wonderful fantastic 👌👌,Not Tulu
phir hera pheri dha malpi masth comedy aapundu,Positive
ಹಿಟ್ಟಮಂ ತಿಂದಮಂ ಬೆಟ್ಟಂ ಕಿತ್ತು ಇಟ್ಟಂ🎉,Not Tulu
Papa dodda.... Enk dodda ejjer.. But enk dodda panda mst ishta,Positive
Punyogh pukuli ayinet malleji bethe dala athunda...kettis athu😂😂😂😂😂😂😂,Neutral
Dada party barea pokkadea,Mixed
supar team karkala sunil,Not Tulu
superb kudla da pooki,Positive
आहा धेरै राम्रो गीत,Not Tulu
ಸುಪರ್  ಕಾಮಿಡಿ  ಮಂಗಳೂರು ❤❤❤ 🎉🎉🎉,Positive
ee enchina telipunu saav shanti S,Negative
Anyone udupi & manglore 🔥,Not Tulu
My faverate comedian team prashmsa kapu,Not Tulu
"Mahashivatrida eddeppulu! 
Shambo Shambo Shiva Shambo Swayambhu! 
#mahashivratri #shivaratri #siva #shiva #tuluscript ",Neutral
Paterote comedy ...suprrrr deepak rai...😍😍,Positive
Pumpwell flyover la adh onjiye dinatu accident adithnd,Neutral
RT @nishanth_nk73: @karkalasunil @AryaCanada ಈರ್ ಈರ್ನ ಅಪ್ಪೆ ಬಾಸೆಗ್ ಪೆರ್ಮೆ ಆಪಿನಂಚಿನ ದಾದ ಮಲ್ದರ್? ಆರ್ ಸಂಸತ್ ಡ್ ಪೆರ್ಮೆಡ್ ಪಾತೆರಿಯೆರ್ ಇರೆಗ್ ನಾಲಯಿ…,Mixed
ಪೂರ್ತಿ ಸಿನಿಮಾ ಅಪ್ಲೋಡ್ ಮಾಡಿ ಸರ್....,Not Tulu
Waiting for tula movie Aatidonji dina trailer re bari sokunduuu,Positive
0:26  yenk santu borchi,Neutral
V4 d Double meaning ijjandhina first concept,Positive
Onte....nijane..🤭😄..but poora pink color like malpuja....😁,Neutral
Enna favourite song,Positive
namma tulu naad but Im muslim i like this song,Positive
yenchina comedy ye,Mixed
"""1st MC is..... NAVEEN SHETTY YEDMEMAAR  :)",Not Tulu
"Why because avvu insulting comment yetho rashi jana tuper""",Neutral
Seems to be a good. Ll wait😊,Not Tulu
"""Prajwal anne yenna fevarate",Positive
Dhagalu baajilu film padle,Positive
mast undu program ill watch frm banglore,Positive
ಅಜ್ಜ ಇರೆ ಕಪುಲೆ,Positive
Writter Ge Ondu Namaskara.. (Y),Not Tulu
Ending yedde undu sir,Positive
Paji paji madhmaye,Neutral
Super athende bro 👌  😂,Positive
Wow super i like ur standup comedy,Not Tulu
Yesa tulu  full movie padlle,Mixed
Listening first time ok ok 🙄now addicted to this song 😍❤,Not Tulu
"Enchene tulunu bulepppale enkul epaala nikleg saath korpa,keep it up brothers",Positive
Present work stress😖...,Not Tulu
Gud joke ..love u namma TV..,Not Tulu
Dada mare poona na voice depule ye,Negative
Aulu eipuna malu 🤔,Neutral
"ತುಲು ಪುರ್ಪಗ್ ಬತ್ತ್ಂಡ್ ಅಸ್ಸಾಂ‌ದ ಮುಖ್ಯಮಂತ್ರಿಲೆನ ಉತ್ತರ

#Assam #AssamCM #JaiTulunad #TuluPurpa @CMOfficeAssam ",Neutral
Simple jokes not enjoyed,Not Tulu
I don't know why Dislike...... TULU most sweetest language on the Earth...,Not Tulu
"Super nice comedy my fvrt team ', ""super comedy ...... brother's...."", 'comedy punches super...",Positive
Aven ready daye malpuvar. Avu adhe barpuja😂,Neutral
Hangover g mard gangasara,Neutral
Aleg tulu patheryara sanni yaa.,Negative
"Haadu bahala super.    Thanks 👍""",Not Tulu
Indu yedde atnd after long time😂,Positive
"ಎಡ್ಡೆ ಮೆಸೇಜ್ ಉಂಡು  ಎಡ್ಡೆ ಮಸ್ತ್ ಕಾಮಿಡಿ ಸೂಪರ್""",Positive
"ಪ್ಯಾರಾಲಿಂಪಿಕ್ಸ್‌‌ದ ಬರ್ಚಿ ದಕ್ಕುನ ಪಂತೊಡು ಬೊಲ್ಲಿದ ಪದಕೊ ಗೆಂದ್‌ದ್ ನಮ್ಮ ದೇಸೊದ ಕೊಡಿನ್ ರಾಪಾಯಿನ ದೇವೇಂದ್ರ ಜಲ್ಜರಿಯಾ ಮೆರೆಗ್ ಉಡಲ್‌ದಿಂಜಿ ಸೊಲ್ಮೆಲು.
#Paralympics ",Positive
Lady part pardna arna dance osm.enk masth ista and arna dancing,Positive
"Aunty mat kahona ,",Not Tulu
ಕಿಟ್ಟ ಕಿಟ್ಟ ಕಿಟ್ಟ ಅಂಬಡೆ ಕಿಟ್ಟ,Neutral
Supper anna  ajjin inchane patherpavonduppule,Positive
If u make standup comedy on drone Prathap I will kidnap Santu for you 😂,Not Tulu
you look like ravichandran,Not Tulu
Oh devere!!wa avasthe...,Mixed
Ya in Karnataka pukuli means your back  so it's viral very badly,Not Tulu
suuuuuuuuppppppppprrrrrrrr love you Tulu,Not Tulu
But Tulu Comedy ayinait Kannada Borchi,Mixed
Suuuuper mareya kudla,Positive
super lyrics Anna ❤,Positive
Arvind  bramahavar Thalia suting madtha edara mara,Not Tulu
comedy of year bro,Not Tulu
"""Daala edde ijji, comedy ath, naataka undu""",Negative
Tik tok maa suner yata aauni koko hunxa,Not Tulu
"""Greenscreen effect not needed,  it's more irritating...""",Not Tulu
Mooneg Takka Patherorchi Tulu Comedy Nataka Aravind Bolar | Bhojaraj Vamanjoor,Mixed
ಗೆ join ಅಂತ WhatsApp ಮಾಡಿ,Not Tulu
"Gd luck for upcoming performances""",Not Tulu
Mast famous hatandge atte Manglore d undu song...😂🤣😂🤣,Positive
Kala tarangada dumbu pira yennile nataka upload malpule,Neutral
new bale telipali padlly,Positive
"Ereg panthina Jodi,  pucche budinaye edde timege budthe",Mixed
"""ಬಿನ್ನೆರ್ ಬೈದಿನ ಗೌಜಿದು",Positive
Happy singel day bro nice song😘😘😍😍,Not Tulu
Bhojaraj vamanjur ippodithnd,Positive
ಪುತ್ತೂರು ದ ಮುತ್ತು,Neutral
So cute ajji,Positive
Super mast panda mast kushi aand,Positive
"""mc does not suit for this programme(both)",Not Tulu
ಇರೆನ ಟಿಶರ್ಟ್ ಒಂಜಿ ಕಡಪುಡ್ಲೆ.. ಮ್ಯಾಡ್ ಇನ್ ಕುಡ್ಲ..,Neutral
Parpuna act malpodane Matha act d ???,Mixed
baari edde undu.full of jokes. hahahahahahahaha,Positive
Anna bega video padle kathondu ulle❤,Positive
Thank you so much Kiran!!,Not Tulu
Nimma kannada video ne chenda awesome,Not Tulu
ಡೆನ್ನ ಡೆನ್ನಾನ ಬಿನ್ನಾಗ್ ಬಾರಿ ತಮ್ಮನ,Neutral
"prashamsha rdh LA super athndh undu""",Positive
Pipi bari shoku comedy malpuver,Positive
Otrase Video pad,Negative
"ತುಳುನಾಡ ಮಗಲ್ ಅಬ್ಬಕ್ಕ ನಮ್ಮ ದೇಶೊದ ಪೆರ್ಮೆ!
#KooInTulu ",Positive
Rakhi Sawant junior 😂😂😂,Not Tulu
ಸೂಪರ್ ಉಂಡು...ಎಂಕಲ್ಲ ಹೈಸ್ಕೂಲ್ ಡ್ ಅಜ್ಜೆರ್ನ್ ಕೆರ್ದ್ ರಜೆ ಪಡ್ಡಿನ ನೆಪ್ಪು ಅಂಡ್😂😂😂. ಅರವಿಂದಣ್ಣೆ ನೇರ್ಪುನನೆ ಒಂಜಿ ಖುಷಿ...😍😍,Positive
"""Aunty missed the catch 🤣😂🤣",Not Tulu
ಆಲ್ ಯೆನ್ನಲ್ ಪಾಂಡು,Neutral
Aruva koragappa shetty.   Guruvainekerr,Not Tulu
"""Super movie in tulu, love family, little comedy, suspens. ❤""",Not Tulu
"Er unden continue malpule edde future undu ereg😂😂😂""",Positive
Aishu e daane eeth boldhu aathn😝🤣,Neutral
"""When you notice the Hilarious Headlines",Not Tulu
"ಅಸ್ಟೆಮಿದ ಗೌಜಿ......

ಮಾತೆರ್ಲಾ ಲೇಸ್‌ಡ್ ಪಾಲ್ ದೆತೊನ್ಲೆ

#AstemodaGowji #JaiTulunad #TuluClubhouse #Tulu #TuluLanguage ",Positive
ನನ್ ಏನೋ ಅನ್ಕೊಂಡಿದ್ದೆ ಮಸ್ತ್ Acting ಮಾಡಿದಿರೋ ಮಚ್ಚಾಸ್,Not Tulu
tulu kalpumbe mooji kasdaya sagar,Negative
Comedye ejji:-( r,Negative
"""Please SHARE the video with ur friends in FACEBOOK",Not Tulu
Walla habeebi musumbi banana😂😂😂,Not Tulu
super vijayanna hats of vijayanna,Positive
"""nice!!! my pukuli felt motivated",Not Tulu
"RT @tuluvaani: ದೈವ ಭಾಷೆ ತುಳುಕು ಸ್ಥಾನಮಾನ ಕೊರ್ಲೆ, ಸದನೊಡು ತುಳುಕು ಸ್ವರ ದೆರ್ತಿನ ಯು.ಟಿ ಖಾದರ್ 
#Tuluvaani #TuluNews #TuluOfficial #UTKhader #Karna…",Neutral
"""""""Pooki """"panagane thelike barpundu 😂😂""",Positive
"Avu kuluki thakatha.... super 😂""",Positive
Super sir baghavat ke,Positive
I saw Santhu.... the politician who was speaking unknown language is Santhu...,Not Tulu
"""Paapa marre, artha malpaad malpaad susthaadippu aareg mantha🤣""",Positive
Niklege easy pandha gameing manpule,Positive
"""Manasd yet bene ithundala inchina onji ajji yav poora bene anchane karad popundu....prayadakul jokulekka",Positive
Really enjoyed the vlog👍👍🙏,Not Tulu
പോളി സാധനം മൈ,Not Tulu
Yetha sava avana aje shunti😅😅😅😅😅😅😅😅😅😉😚😉😉😉🤫🤫🤫🤑🤑🤫☺️🤫😛😚🤔🤫🤑🤑🤫,Negative
We want santu and binod face reveal😁😁,Not Tulu
"""Nice, we want more reactions""",Not Tulu
Santhu n ora thojipale mare 🤣🤣,Negative
Appe Manasu Bangaaruge,Positive
My pukuli blessed after listening this,Not Tulu
Ithe eerenu thuyaregu gang star leka undu 😁😁❤️,Neutral
"Tulunad da maata Byari banduleg pernal parboda eddeppulu 🌙

തുലുനാഡ്ദ മാത ബ്യാരി ബംദുലെഗ് പെർനല് പരർബൊദ എഡ്ഡെപ്പുലു 

ತುಲುನಾಡ್‌ದ ಮಾತ ಬ್ಯಾರಿ ಬಂದುಲೆಗ್ ಪೆರ್ನಲ್ ಪರ್ಬೊದ ಎಡ್ದೆಪ್ಪುಲು 

#EidMubarak #Pernal #EidAlFitr  #Udupi #Mangalore #Kasargod
#Tulunadu ☀️🌙 ",Positive
ತೆಲ್ತ್ ತೆಲ್ತ್ ಸಾಕಾಂಡ್ 😁😁,Positive
Super song ya,Positive
"""ತುಂಬಾ ಸೊಗಸಾದ ಸಿನಿಮಾ, ನಿರೂಪಣೆ, ಕತೆ, ನಿರ್ದೇಶನ, ಸಂಗೀತ ಎಲ್ಲವೂ ಚೆನ್ನಾಗಿದೆ. ಪ್ರತಿಯೊಬ್ಬರೂ ಪಾತ್ರಕ್ಕೆ ಜೀವ ತುಂಬಿ ನಟಿಸಿದ್ದಾರೆ.""",Not Tulu
Superu. Amu. Vasa. Vs. ❤💕❤💕❤💕❤💕💕💕❤💕❤🌹🌺🌹🌺🌹🌺🌼😍🌼😍🌼🌸❤🌸🌻🌻💐🥀🥀,Not Tulu
"ಕೊದಂಟಿ ಪಂಡ ದಾದ ಗೊತ್ತುಂಡೇ?

#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ?
#KooInTulu ",Neutral
Arna nataka aike uppunu. Av Arna nataka da style,Positive
Onji double meaning bokonji daivada vicharad makkar malpande comedy ijji. Karmada comedy,Negative
Avw yer mare kalve  yedde athundu,Positive
Superrrrr script and acting.,Not Tulu
Haha pukuli ge marre,Neutral
7 years and ate iniku🤭,Neutral
ಮಸ್ತ್ ಪೊರ್ಲು ಆತ್ 0ಡ್,Positive
"Mthirnla dever daivodever kapdondu baradu.""",Positive
"""Roses are red",Not Tulu
Last da peg.... Avvu mugyarne ijji... 😂😂😂,Neutral
Raikile erena teamg danyavadagalu,Positive
2 times better than kantara..,Not Tulu
ಯಾನ್ ಕುಡು ಬೇಯಿಪಾವಂತೆ ಪಂದ್ ಏರ್ ಪನ್ನಿ ನಿಕ್ಕ್,Neutral
Want tulu movie my name is annappa,Not Tulu
Yenclna bhagavather oler yaksha rasa suru malthnek thanks sir,Positive
Oo ir santhu na miss manpuna..,Neutral
Super sunil and team.....,Not Tulu
"RT @walternandalike: ತುಳು ಲಿಪಿ ಕಲಿಪುನ ಒಂಜಿ ಅಪರೂಪದ ಅವಕಾಶ - ದೈಜಿವರ್ಲ್ಡ್ ಟಿವಿ ಡ್ : Every Tuesday 7.30pm
ತುಳು ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿ ಗುರಿಕಾರೆ ದಯಾನಂದ್…",Neutral
waiting for prashamsa act....,Not Tulu
supper umesh mijar I like your all episodes.,Not Tulu
superb show Deepak anna,Positive
"Bro inchane ajjina video padle, thuvara masth time pass apundu, ajjina nenapapundu",Positive
Next song : P*thel maya,Neutral
nxt rcb da malpule,Neutral
Solid ❣️❣️. really loved it.,Not Tulu
ಬ್ರೋ ಇರ್ ಚೀನಾ ಡ್ ಉಪೋಡು ಇಥಿನ್ಡ್ 👌🤣🤣🤣😂,Neutral
navinere ir dadeye.malla kalavidena irla yelyane ave manded jor und ireg,Mixed
ನೀಗಲ್ಲ ವೂವು ಉರು ಸೂಪರ್ ಅಜ್ಜೆ ತೆಲ್ತು ತೆಲು sakadu ಸೂಪರ್ ಅಜ್ಜೇ.,Positive
Chur dramatic undu but super try,Mixed
Gammat song mare undu,Positive
Bangar dada aand pand iji  aik takka judges dewa,Negative
Plz upload full movie sir ...,Positive
E JAMUN SAJJIGE BAJIL AVAND ATHA !!,Neutral
SUPERB  ALL ARE ACTING....AMAZING...BHARI KUSHI AAND TUDU ...... VISHWANTH AND CHIDANANDANNA...... NAMASTHE.....,Positive
15:18 here comes one of the best emotiional scene ever in tulu film industry.,Not Tulu
ವಿಲನ್ ಆಕ್ಟಿಂಗ್ ಮಸ್ತ್ ಸೂಪರ್ ಅತಿಂಡ್,Positive
"""Question : Thadda kutha Tommy sadda kutha kutha? 😆",Not Tulu
ajji Baari shokuller cute 😎😎😎😎😎,Positive
"""movie aaath maraya , web series""",Neutral
"""matherna actingla masth masth masth yedde aathnd,super comedey""",Positive
super dhodda....baari kushi aand....vidio  thudh....,Positive
Comedy King 👑 of tulunadu 😊,Not Tulu
Comedy  anda vijayanath vittal shetty ethnedarara thuvare estapuji,Mixed
"""I am dead laughing",Not Tulu
Super  all artists played well,Not Tulu
Best comedy of praveen markame,Not Tulu
"ಶರವು ಮಹಾಗಣಪತಿ ದೇವಸ್ಥಾನ

ಕುಡ್ಲ ಪೇಂಟೆದ ದೇಲಂತಡೆ, ಗರೋಡಿಡ್ ತುಲು ಬರವು ಅಭಿಯಾನ

24th Oct 2021

#TuluScriptNameBoard #TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Kudla #Tulunad #JaiTulunad #Temple #TuluBaravuCampaign ",Neutral
Copy Nina  thigale 😂,Negative
Pukuli g eet demand undu nd itte gotad🤣😂,Neutral
Goosebumps comes while listening to this  song😍❤️,Not Tulu
Trending allover Udupi and Mangalore...,Not Tulu
Kudonji nataka malpule pls,Positive
"""judges sari judge malpi ...........umesh g oriyage continuous dialogue ittini just one man show .........................",Positive
umesh mijar n team alwys rockzzz.. lakshmisha  ur too gud re,Not Tulu
"Nank dever uller nataka upload malpule', ""Where's Padil?"", '",Neutral
Very good daita camidi,Positive
"""Last.. 👨‍🍳Sir cake 🎂kennaga.. Pantodu nikul..",Neutral
walter ಒಂತೆ ಉದ್ದ ಇತ್ತಿನೆಟ್ ಬಚಾವು ಇಜ್ಜಿಂಡಾ ಇರುವೆರ್ಲಾ ಸೇರ್ದ್ ಅರೆನೇ ತಿಂತುವೆರ್ .,Mixed
.......sudara rai madara.rokzzz,Not Tulu
ಕಾಪಿಕಾಡ್ ಸರ್ ನ ಪೊಸ ನಾಟಕ ಪಾಡ್ಲೆ,Neutral
"""""The last date"""" on MIK 😂😂""",Not Tulu
To be frank acting super athund irna. Jindabaad super,Positive
Anna Erna pukuli thanda,Neutral
ಇಂಚನೇ ನಿಗ್ಲೆನ progrem ಎಡ್ಡೆ ಬರಡ್..,Positive
Padya panpuna Pura sprb aathnd..,Positive
Erna comedy mast yedde apundu 😊 tulunad g mast respect korpar😊,Positive
"""Sprb..🔥🔥🔥🔥 @4:44 nikul panpar yenk marl,nd..""",Neutral
Awesome concept &  purakana act super athnd,Positive
Tulunad d e song famouse aandu. Tuluver unden comedy de dettonuga,Positive
baari yedde aathnd....,Positive
ಮೆರ್ ಒಲು ಇಪ್ಪುನಿ ವಾ ಊರು,Neutral
Nice act.. Keep the gud work.. Solmelu,Positive
Irna act edde unde lady so hot,Positive
Not only manglorian..Uttara kannada people also understand the lyrics of dis song😂😂❤lv frm bhatkal,Not Tulu
I love sharadha arts & isiri manjeshwara manglore is no 1 drama company,Positive
Best pukuli song ever 😁😁,Not Tulu
Super team work.... Sandeep Anne super....👌👌👌👌edde message..,Positive
Nanaaath inchina videos barondippad,Positive
D. kapikad \xa0merna pathera masth kushiandu.. yedde pathera..........,Positive
ಈ ನಾಯಿ ಡ ಬಲ್ಲಿಯಪ್ಪಾ,Negative
Cholike piche kya hai?,Not Tulu
Aye sonu nigamn panka.,Negative
Undu weak d dani upload mltudujar ..pls upload mlpule,Mixed
Yenthaaaa saaaava ! 🤣😂,Not Tulu
I think CharanRaj is multi talented in ur crew 🔥Have a bright future budyy❤️,Not Tulu
Chooru woter thikkwa,Mixed
Even after 10 years the comedy show is fresh and fantastic,Not Tulu
ತೂನಗನೇ ಮೈ ಇರ್ಮೆನ ಆಪುಂಡು 🙏🙏🙏,Positive
Ongi tulunadada baga program malpula bari support tikundu tulla,Positive
Sharthere full nataka padle,Positive
RT @MijarBhandary: ಸಾರೊ ಎಸಳ್ ದ ತಾಮರೆ.... ❤,Positive
12 nimisha thooye dala comedy ijji dayeganna english thulutu apujjaaa???????,Mixed
Shoku undo movie... Jai Tulunadu,Positive
Dheeraj sir spr bhagavathi bhari edde athndye,Positive
Anana uru chikamagalor anda nama thulu basha mara,Mixed
Kapikadren copy manpunala onji talente...,Positive
"""2:31 died laughing 😂 puna da katte",Neutral
"""God Bless your pukuli bro, Hope u find it soon. stay safe😅😅 😉Anyways nice Voice✌️✌️👍👍""",Not Tulu
"Pudemi Appena Dino da eddeppulu, 
Pratidinala Pudemi Appena sugipuga! 
#EarthDay #EarthDay2021 #Tulu #Tulunadu #Tuluscript ",Positive
Next song poonki mayaa,Neutral
Deepak Anna all the best,Not Tulu
ಕಾಮಿಡಿ ಸೂಪರ್... ಒಂತೆ ಕಡಿಮೆ ಅಂಡ್...,Mixed
Halkat hajame modina  punk geesere fit  kalve vijaye,Negative
Idi thare becha anaga e vidio ora thoonda and yau ...va  mande bechala....clear apundu...,Positive
Baari shoku athundu keniyare masth kushi apundu 👌🏻👌🏻,Positive
junaid sadath ali khan,Not Tulu
Buss stand paratth hahahahaha,Mixed
100k da lekkod dala unde? 😊,Neutral
"""Yaan masth janata kende...olpala thikkiji..bejar malpochi..aayinaath",Positive
Dala yedde athiji anna,Negative
Suuuuuuper program namma tv,Not Tulu
Deepak rai  nana da  padil,Neutral
Good Job Bale Telipale Team,Not Tulu
ಸೂಪರ್ ಕಾಮಿಡಿ  ಸರ್.  ನಿಮ್ಮ  ಕಾರ್ಯಕ್ರಮ ಕನ್ನಡದಲ್ಲಿ ಮಾಡಿ sir,Not Tulu
All dislikes from pappu and co🇵🇰🤦🏻‍♂️🤣,Not Tulu
masth timerd bokka masth telpayar thank uuu harini kalavidereg,Positive
Wow meksan  da,Not Tulu
"TULUVA BOYS HAD JOINED THE CHAT""",Not Tulu
Happy  photography day ☀ ❤ MIk team😍,Not Tulu
Disclaimer la kusit kenoli bruh🥰🥰,Positive
Google map padina phone owe.charge undu,Neutral
All the best Yashwith bro..,Not Tulu
"RT @AsianetNewsSN: ತುಳುವರ ಕೂಗು ಆಲಿಸದ ಸರ್ಕಾರ, ಜನ ಪ್ರತಿನಿಧಿಗಳು: ತುಳು ಭಾಷೆಗೆ ಸಾಂವಿಧಾನಿಕ ‌ಮಾನ್ಯತೆ ನೀಡಿ: ಕರಾವಳಿಯಲ್ಲಿ ಟ್ವಿಟ್ಟರ್ ಅಭಿಯಾನ!
#TuluOffi…",Neutral
Bolar sir ijjante boor,Mixed
Congratulations bro how are you feeling now  bro,Not Tulu
This is tulu web series not movie. Posa prayathna malder tuluver support malpuga,Positive
ನಾಯಿ ನಿನ್ನ ಪುದರ್ ದಾದಂಬೆ,Negative
dadaye undu avatar.........,Mixed
Baari shok aathnd video ️,Positive
"""7:25 Yan video pause malthd 2 kg parnd kanathand,🤦🏻‍♂️""",Neutral
super padya yenk masth esta anduye  .,Positive
Pushpagu marlu joru undaaaaaa,Negative
"ಕುಡ್ಲದ ಕೊಂಚಾಡಿಡ್ ನಡತಿನ ಬಲೆ‌ ತುಲು ಲಿಪಿ ಕಲ್ಪುಗ ಕಜ್ಜಕೊಟ್ಯದ ಉದಿಪನ ಲೇಸ್

#ಕೊಂಚಾಡಿ

#TuluScriptLearningClass
#BTLK #BaleTuluLipiKalpuga
#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #JaiTulunad #TuluAcademy #Tulunad #Kudla #Konchadi ",Neutral
ಜಯಶ್ರೀ ಉಮೇಶ್ ಆಕ್ಟ್ ಸೂಪರ್ 💕👍,Not Tulu
Channagi ide ️ comedy thumba channagi ide,Not Tulu
I love u aji,Positive
"Super , yane  create maltina kelvu songs nenapand",Positive
ಸತ್ಯ ಕಥೆನ್ ಪರದೆಗ ಕಂತ್ ತೋಜಾಯಿನೈಕ್ ಸೊಲ್ಮೆಲು,Positive
Erna comedy yavuji Umesh Anna nanala bodu .....,Negative
"Sheep Fight, and other Fantasy Sports only on 100% secure Playerzpot Fantasy Gaming App.",Not Tulu
Pls continue malpule  next part its wonderful plssss,Positive
Bayankara Madipu ...,Neutral
Cycle lakkad shimogad marunu😂😂,Neutral
"Jai tulu appe 🚩""",Positive
Dayeg eth late upload malthini... Nammakudla please Sunday upload malpule,Mixed
Tulu Movie Mujhe Acha lagta Ha... My name is Annappa Full movie upload kijiye..,Not Tulu
verry verry best performance,Not Tulu
Katappppa hahaha....nice concent,Positive
Indu nattakana serial boru episode,Negative
ಎಂಕ್ಲಾ ಕೂಲಿ ಬೇನೆ ಉಂಡು ಏನಲಾ ಬರೋದೇ ಡಾಕ್ಟರೇ ❤😀😀😀,Mixed
"Umbena pukuli naadga🤦‍♂️""",Neutral
no comments only daiva bhakthi❤,Neutral
Tension bodchi anna we support indian product always 🙏🙏🙏🙏,Neutral
Tulu picchar n kannada g dabb manpudu spr,Positive
Super  Raju anna,Positive
Sabhu to Best comedy aji dekhili 👌👌👌,Not Tulu
"RT @TaulavaSpeaks: ನಮ್ಮ ಊರ್ದ ಪೆರ್ಮೆದ ಗಾಯಕಗ್ ಸಪ್ಪೊರ್ಟ್ ಮಲ್ಪುಲೆ.
#VoteForNihal #IndianIdolGrandFinale #IdolNihal
ALL THE BEST NIHAL!!!✨ @Niha…",Positive
Any manglorians hear 🤣🤣😂😂😂😂😂😂,Not Tulu
Poor punch lines... disappointed,Not Tulu
लै लै लै मेक्सम भाइ हिरो छ के यार,Not Tulu
Trailer bari edde undu....,Positive
finally 100k💥💥...its the tym for celebration. MIK🥰,Not Tulu
New and unique concept ...mast ista aand,Neutral
Yenchi karma da music ya,Negative
